DatasetIdentifier,Publisher,SourceRepository,YearPublished
sites-j34bzsi5r9smr-uhesj-nzxf,Uppsala University,SITES data portal,2019
sites-j7aygyb6diycygyusdvzlcoj,Swedish University of Agricultural Sciences,SITES data portal,2019
sites-jboqx-ffmmee70wr22kaj6wi,Stockholm University,SITES data portal,2025
sites-jczu-4z1rjrsblzau9e1exls,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-jdkvyftsnyojj1eijb4npuud,University of Gothenburg,SITES data portal,2022
sites-jex-np4hxlt88c0x3xt4-xow,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-jglm0gznfggk-r1-xhjmvrdp,Swedish Polar Research Secretariat,SITES data portal,2022
sites-jh-1jn64x-ppvatwnrozdpvq,Sweden Water Research,SITES data portal,2024
sites-jirouvlmv0rl4vxtsfdnfe-z,Uppsala University,SITES data portal,2020
sites-jj0ige2trdfdgmodom-errbw,Stockholm University,SITES data portal,2025
sites-jjflkyxa3m8ttghd9nf1fog0,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-jkyed2a7-vzoboue5hiib-xl,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-jmqqrgmdgvhcykzdmntpgxqa,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-jn2za8hs7ixsjag-i9forqyu,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-jngwfq5ro9t0zeahz1fgy1ci,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-jp5z6ihzqugclloi-bsearnf,Stockholm University,SITES data portal,2022
sites-jq8kkkwtc5lpxfqm-vdrlmrw,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-jqizuonovvmfknknoekc5e-e,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-jqnnn2m6ipheswnzb26e6j-s,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-jqqr1b6cpx1ufi3czvwjjneu,Stockholm University,SITES data portal,2025
sites-jrhmj7yeoic1q0wtxl7gzen3,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-jrqgc5lkly4x9yv7ct-o1pzo,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-js-2nsjfbq0yvkykfw-hs5jw,Uppsala University,SITES data portal,2020
sites-jsesexw4nzv-y6m7gukddzjp,University of Gothenburg,SITES data portal,2025
sites-jtidvmf9q1dg6lnron9kuc6n,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-juqowzajquvf77y7rethjech,University of Gothenburg,SITES data portal,2022
sites-jvcfxoeltdodbpj9f1kbcpq7,Uppsala University,SITES data portal,2022
sites-jvyjugtlowu5cfkqnxiztajw,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-jw9pirxtdhgnjnjalw2gx54g,Uppsala University,SITES data portal,2023
sites-k064ik3iow6bikskhofm8dil,Stockholm University,SITES data portal,2025
sites-k0c96zsobbzlbxlcmula-zg-,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-k3l6ztb5iaprtilozvpae8--,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-k4qynoaon5evx36mnacm9kfz,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-k5-3agjjmcsonwypddrnmas2,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-k5jz2-3-n-6ilj0nmgbunjyu,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-k76bft1pvrr7kfx1mo4u3gwl,University of Gothenburg,SITES data portal,2022
sites-k8arp5awtexxuhg-zu2v6cv2,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-ka20qomucsf3m3ipnj-u6d2,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-kb0beoo1fzf8ahmjc4qlbjbz,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-kdt0wy19u-t2-eurtyhq5ylr,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-kdv2xljecpmtivprenbs-isn,Uppsala University,SITES data portal,2024
sites-kegmouxxc00f78kzjxf7g3k4,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-kev8hdvdsqtrjuucra7jjb2q,Uppsala University,SITES data portal,2020
sites-kga6bymr3n6cois5-yphc1uc,Swedish Polar Research Secretariat,SITES data portal,2022
sites-ki-zhxomwh8arxnunehzvqvu,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-kkevvteufmtfsdkb-fvcgvec,Stockholm University,SITES data portal,2022
sites-kkfxtibyt0q3tczakpfouiic,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-kkpfx6uccv0m093rb8bkqrdb,Stockholm University,SITES data portal,2025
sites-kl06flds-yuzlbvq2gmvktng,Stockholm University,SITES data portal,2021
sites-klmnumhjdsj0vavejma3oupc,Swedish Polar Research Secretariat,SITES data portal,2022
sites-kpdkfjvsywyfmjavu1xurqrx,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-kq6e7t69zykjejmcanjqvohp,Uppsala University,SITES data portal,2024
sites-kqkdp9byolrspistvdvqrgtn,Stockholm University,SITES data portal,2025
sites-krhr5ucastfyvfss88pzfwtx,University of Gothenburg,SITES data portal,2022
sites-krqeccrpawhmto71gnrbhin3,Stockholm University,SITES data portal,2020
sites-ksflczjdffak9epf2ifnyugq,Stockholm University,SITES data portal,2023
sites-ksofs0fz3eldwd-6sfjdj3as,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-ky2yre81gsh-ejsabsurfd3k,University of Gothenburg,SITES data portal,2022
sites-l1buhtasrogzededlflqo-1,Stockholm University,SITES data portal,2022
sites-l1dd2-dcawspu-ehxtceyhs7,Stockholm University,SITES data portal,2025
sites-l1qnqi-hdlm7z2cy7zmoefuk,University of Gothenburg,SITES data portal,2022
sites-l8rjccdhlwwdn1vq-mphvsfw,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-lb-6yjdkpqo5h9klyemjiqmi,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-lczy1ppgrxickd62i3qshbdq,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-ldve--uwigzpzui-uyttn5am,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-leodht0mdvybtuyewmkye1vf,Sweden Water Research,SITES data portal,2019
sites-lfpal8gttbjaxzvfr6mup1m3,Stockholm University,SITES data portal,2025
sites-lirnk6aszsd-5eqwymionlqv,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-ljagfcn9usitu3hx1e-wzg1d,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-ljskqiwgohbj5kcoc4znzm7z,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-lktpkijzbq3lzjqz-x0-7cii,University of Gothenburg,SITES data portal,2022
sites-lkvjt8xhudwidzgrghnuamka,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-lmgctgi7tneveeqay-ph3lue,University of Gothenburg,SITES data portal,2022
sites-lnaabhw4jnj1rx2bg6izybj6,Swedish Polar Research Secretariat,SITES data portal,2025
sites-lo7jhl00ojok3jv2girqvuf1,Swedish Polar Research Secretariat,SITES data portal,2024
sites-lqsuzgzfl30--jufdm1k6uow,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-lrlwvbqoaa5ymees-bpdzz7w,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-ltbamansh2spapy4vzgev0sd,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-lysqtmhpn7pzyjmnu03r8zar,University of Gothenburg,SITES data portal,2022
sites-m0d6a9okwupavgjrcjaulgb6,University of Gothenburg,SITES data portal,2022
sites-m4i1odguqq9impme-dw55i6d,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-m7hq75ndmctsbdcrgngzchbc,Swedish Polar Research Secretariat,SITES data portal,2023
sites-m7iakeyb81msvne8ouohx6q4,University of Gothenburg,SITES data portal,2022
sites-m8jn1emdarvuktnxqhnmcp64,University of Gothenburg,SITES data portal,2019
sites-m94y8jz2nkkwk56kbmlihf02,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-m9duqghkhpqo4tmz7neau0wv,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-mak922dr0izqjnbdgtu7b8dd,University of Gothenburg,SITES data portal,2022
sites-mb01qsj7srkjziqsfzaujgvs,Swedish Polar Research Secretariat,SITES data portal,2025
sites-mbvcktipa0zcu9w-kfwaxoo-,Stockholm University,SITES data portal,2025
sites-mdaelfbn5jgi03ege6sinklo,Stockholm University,SITES data portal,2021
sites-mdfpalvqcxblidn0keewq2ak,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-mfenbvwskjuypbpgkaiax1bb,Swedish Polar Research Secretariat,SITES data portal,2024
sites-mfqmmk4gwxi3-tkhmhnenxjo,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-mi66rnsi3u1dgsnd-rjwq9mh,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-mj1xo71wblg3scr0ivc7hffr,Swedish Polar Research Secretariat,SITES data portal,2025
sites-mnsnginyo9qqq3hfhnyqyhzg,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-mqcdpe7fcsa1oqwhikrhcgr9,Stockholm University,SITES data portal,2023
sites-mrqdh3tun4eg4e9ysxetrj-g,University of Gothenburg,SITES data portal,2020
sites-mrs0ovhs9thcimqjwyojuh7h,Swedish Polar Research Secretariat,SITES data portal,2025
sites-msyiyocvdmobxf3y--jt3-2o,Swedish University of Agricultural Sciences,SITES data portal,2020
sites-mtfjj6wa2fhd-eug633bejfz,Stockholm University,SITES data portal,2025
sites-mubug-qniscbl-kqn92dixxg,Uppsala University,SITES data portal,2020
sites-muchtxpsi9auojz6wzudjlaq,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-mwdvf9jhbquywc2dhxnd5iiq,Uppsala University,SITES data portal,2024
sites-myep-g-x3rcxjpuku-kyhs6h,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-myfqopddbj-cyudt-6yt2g7y,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-myie6rexhhykorzabtercw7-,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-n3jmvk3ifnnzzpasbkb4l6vt,University of Gothenburg,SITES data portal,2022
sites-n8rlvt7fcvjioml57u2faoyn,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-n9f64ihbq1uqebdsa3vsejib,Stockholm University,SITES data portal,2022
sites-na8l21a6-9bo7wr3kfnpd6ob,Swedish Polar Research Secretariat,SITES data portal,2020
sites-nbnbj33f-k47ndmcc-0lw9wp,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-nbuxkviy8j1gyv2k0jaar6qs,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-ncemcjpvcluop4xextst7rff,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-ncoi4qipdoksfxtmgmbaoqwv,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-nd-esqjku3tdi9ghvc7i-msh,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-ndfh-oxnm8b4uzycjyyd9zn-,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-ndr5jkzm7fsfvorhduy7zxzm,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-nee-0uk7ro948y8aopofprqh,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-nhs-xekyxuic8p-fnjivweba,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-nj1rzgs62ffh5d0xpxev-mf1,Stockholm University,SITES data portal,2021
sites-nmcj4in9h1vl-yyukhk3dlij,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-nmjf5h-ycwy8bbz048nbwp5s,Uppsala University,SITES data portal,2020
sites-nmug6dxrcqmztag5ihfepukc,Uppsala University,SITES data portal,2024
sites-nq2-p1nd5mcbhvaxqvcqovws,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-nt1iegbizpqkxtset78fm8rc,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-nuwbh8hk9-pqasxqrwbmwmwb,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-nvelomh8r0jqol6-cmeduohf,Stockholm University,SITES data portal,2020
sites-nwzjauhrwydyfjhhuljgvnyx,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-nxyl4wx8-yfdt9fsadihqh25,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-o-uvftverwn2gay3mgeqs8-d,University of Gothenburg,SITES data portal,2022
sites-o103sjzkcb4eb-4dmumj-9ly,University of Gothenburg,SITES data portal,2025
sites-o25q-busufzgbkyp4ysbg9nf,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-o32wlozsbizxm3vzfmtrx3zd,University of Gothenburg,SITES data portal,2022
sites-o4ravg16aw04vxciwuq5cejz,University of Gothenburg,SITES data portal,2022
sites-o8-uz-jbi7ko-w2ldkqntfvw,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-o8dmlhrmikutq-jt0dctz2bw,Stockholm University,SITES data portal,2022
sites-o8lw7zbmhj-qahxi-l60piqq,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-o9natafbaj59a-pokqiaodac,University of Gothenburg,SITES data portal,2025
sites-odssak4faj9t3zrsjwfowz3z,University of Gothenburg,SITES data portal,2024
sites-oe11igp0lsiipdbqaeppz-os,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-ol7g8xud95cnwm5zfeuouwnh,Swedish Polar Research Secretariat,SITES data portal,2025
sites-onpa1vqc8j0ysmyxntnsbeen,Swedish Polar Research Secretariat,SITES data portal,2025
sites-onspsuwvk1u4vtgoansowsac,Uppsala University,SITES data portal,2024
sites-oo-xjetuzi3czxi0hgvyf07d,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-oqounpxrxa8u8o7kaxwibrbl,Uppsala University,SITES data portal,2025
sites-oqtuvccxlodlba9m8ntsqil9,Swedish Polar Research Secretariat,SITES data portal,2022
sites-orlzqapj71ad6hfp1tyihv0s,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-os4jgewp6oqps8ql9uwkxljj,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-osbjfpqivpvscidg-4-zy9oy,University of Gothenburg,SITES data portal,2022
sites-ot4js86yq47vwmzu-4coctwb,Uppsala University,SITES data portal,2020
sites-oti0lto5zopavq3sagr0-opj,Uppsala University,SITES data portal,2020
sites-otrdjd3eacr524ophmnjt-fp,University of Gothenburg,SITES data portal,2022
sites-ou3aljey5hoepl4u2c7-eyse,University of Gothenburg,SITES data portal,2025
sites-ouog-q4tjz8yxiqlcemro3oy,Uppsala University,SITES data portal,2020
sites-ov8l9gfmjjtskpkejit7btsc,University of Gothenburg,SITES data portal,2022
sites-owc0eqehda7q3nfruu8-9zd8,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-p-veqerdh7pzx-kym-atjj5a,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-p4-x7jvwiiu82xh4udwycqbn,Stockholm University,SITES data portal,2025
sites-p7dqyn9mv0qvb7wgineskeli,Sweden Water Research,SITES data portal,2025
sites-padgrzevbfb8-evqv6e0xd4j,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-pbtaxpft-rsmnitsc2telm1z,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-pcktfwoohb-3daivpiixwoiu,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-pcnuacqa3xqnfvl38dqol5-b,University of Gothenburg,SITES data portal,2019
sites-pdrz9kgcdnpzgy6ecfjxpuuy,Swedish University of Agricultural Sciences,SITES data portal,2019
sites-pdyzyqfuxuw1e9gpdhlzj-xe,Swedish Polar Research Secretariat,SITES data portal,2021
sites-pf-injp6fwku0bzi6jiqxeje,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-pf8-u-nf3rvlrd5gpopaeal6,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-pffpfw9ox-7txumyvrj9eqd6,Stockholm University,SITES data portal,2025
sites-pftudbs90g9o60w0z7ux6fkz,Stockholm University,SITES data portal,2025
sites-pg3jj6fnrx9dj46-hcmegk-4,Swedish Polar Research Secretariat,SITES data portal,2022
sites-phgvb3qk903rn6n3xs9ao-va,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-pi3hj2pm9ekyhpgar66-zxis,Uppsala University,SITES data portal,2022
sites-pk15cb5g-zq9xqazam5-iuuc,Uppsala University,SITES data portal,2020
sites-pl1yhzyewu0shtrtimfp0wah,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-pmg7jhy3vyeeopln-5yhf4mu,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-pncmdjgcazphb3jsed0ebrtz,Uppsala University,SITES data portal,2025
sites-pnglwxsw7aawiqxnzgjsxwc9,Sweden Water Research,SITES data portal,2025
sites-po4yzohuhe5gi8wq8n-e--5p,University of Gothenburg,SITES data portal,2025
sites-pquigq71o1huoxff-vssvrax,University of Gothenburg,SITES data portal,2020
sites-prln9n6tbfitsfmgmzgqxsst,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-psu6wekucq5u6jau55oy4hxy,Stockholm University,SITES data portal,2025
sites-ptxcnab03oeriopfoswgb1z0,University of Gothenburg,SITES data portal,2025
sites-pu2tskr-dm2kvevs-ucuv3-g,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-pu7qk3ngqdjlr7-xkufg9spe,University of Gothenburg,SITES data portal,2025
sites-pv0vaolghipqpwlusg22429m,Swedish University of Agricultural Sciences,SITES data portal,2019
sites-pwsqjqoznfofkemzu5wgwa4o,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-pza-hgz8jqddhgbn-ptexie4,Swedish Polar Research Secretariat,SITES data portal,2022
sites-q0viccmtfwwuuxtff2fvd3bm,Stockholm University,SITES data portal,2025
sites-q13iodebfqugbnkbxgcegunl,Swedish University of Agricultural Sciences,SITES data portal,2022
sites-q1gwv-bhbtsjgm03wu1rtgwx,Swedish Polar Research Secretariat,SITES data portal,2025
sites-q1nnfrw8eb8gwhva40kez84b,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-q2oud2-0b8sj-go45kgg9pnv,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-q3bcqvg0smph7vkuuwonorus,University of Gothenburg,SITES data portal,2022
sites-q53rapwnsu3k5--eyo4p9qub,University of Gothenburg,SITES data portal,2022
sites-q90zxfpizso2lqswl0qx83z2,Swedish University of Agricultural Sciences,SITES data portal,2021
sites-qaphc9ujheufwk4tizddrmdw,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-qbfh-ug4msgp2t-jxcjmreoz,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-qcgbar0r4dxpgwzoovlfsn1b,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-qdbohasmjrmn--zbfxul17da,University of Gothenburg,SITES data portal,2022
sites-qdsxgjhjkc8xpzzem7lrv1qk,Swedish University of Agricultural Sciences,SITES data portal,2023
sites-qggycyhpvr7vinx1vyyrpzt3,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-qgzt7vi2u4l2ys4whci1s32m,University of Gothenburg,SITES data portal,2022
sites-qi9malhowrtlrgrfxsxljlu2,Swedish Polar Research Secretariat,SITES data portal,2022
sites-qin-uh06tjaofilpj5ymgr73,University of Gothenburg,SITES data portal,2022
sites-qj6scxo-m4fxircpadcx729u,Swedish Polar Research Secretariat,SITES data portal,2023
sites-qj8dm5f00lscmzhwhp9f0dh5,Swedish Polar Research Secretariat,SITES data portal,2021
sites-qjbdxee1hj-7bl13pokms5yq,Stockholm University,SITES data portal,2022
sites-qjvjqkjt68ckf5nktjdjkub3,Swedish Polar Research Secretariat,SITES data portal,2022
sites-qkgmgzt-f27m6fglf7f4syhh,Stockholm University,SITES data portal,2025
sites-qlgbxsqch6uyruyt6tsf37-0,University of Gothenburg,SITES data portal,2022
sites-qn1xtczxdrn0scrohtf5rvfs,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-qo-ii85ounh5iznxbtp3mqtx,Swedish University of Agricultural Sciences,SITES data portal,2025
sites-qoajnnstjqaezvpopzfrhc1o,Swedish University of Agricultural Sciences,SITES data portal,2024
sites-qq6lgjqbmfutjum1942p9aww,Swedish University of Agricultural Sciences,SITES data portal,2022
