Publisher,SourceRepository,YearPublished
Uppsala University,DORIS (only metadata),2015
Institute for Language and Folklore,DORIS (only metadata),2020
University of Gothenburg,DORIS (only metadata),2020
University of Gothenburg,DORIS (only metadata),2020
Karolinska Institutet,DORIS (only metadata),2015
Uppsala University,DORIS (only metadata),2015
Public Health Agency of Sweden,DORIS (only metadata),2017
Uppsala University,DORIS (only metadata),2015
Uppsala University,DORIS (only metadata),2015
Public Health Agency of Sweden,DORIS (only metadata),2016
Public Health Agency of Sweden,DORIS (only metadata),2016
Public Health Agency of Sweden,DORIS (only metadata),2016
Public Health Agency of Sweden,DORIS (only metadata),2016
Public Health Agency of Sweden,DORIS (only metadata),2016
Umeå University,DORIS (only metadata),2015
Umeå University,DORIS (only metadata),2012
University of Gothenburg,DORIS,2021
Umeå University,DORIS (only metadata),2012
Umeå University,DORIS (only metadata),2012
Umeå University,DORIS (only metadata),2012
Umeå University,DORIS (only metadata),2012
Lund University,DORIS (only metadata),2014
Stockholm University,DORIS (only metadata),2015
University of Gothenburg,DORIS,2021
"Information not available, contact SND for more information",DORIS (only metadata),2014
Region Skåne,DORIS (only metadata),2014
"Information not available, contact SND for more information",DORIS (only metadata),2014
University of Gothenburg,DORIS,2021
Public Health Agency of Sweden,DORIS (only metadata),2014
University of Gothenburg,DORIS,2021
Region Skåne,DORIS (only metadata),2014
University of Gothenburg,DORIS,2021
Swedish University of Agricultural Sciences,DORIS,2021
Region Skåne,DORIS (only metadata),2013
University of Gothenburg,DORIS,2021
Region Skåne,DORIS (only metadata),2013
Lund University,DORIS (only metadata),2013
Swedish Polar Research Secretariat,DORIS,2021
Lund University,DORIS (only metadata),2013
Region Skåne,DORIS (only metadata),2013
Swedish Polar Research Secretariat,DORIS,2021
Lund University,DORIS (only metadata),2013
University of Gothenburg,DORIS,2021
Lund University,DORIS (only metadata),2013
Lund University,DORIS (only metadata),2013
Lund University,DORIS (only metadata),2013
Lund University,DORIS (only metadata),2013
Lund University,DORIS (only metadata),2013
Lund University,DORIS (only metadata),2013
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS (only metadata),2012
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
Swedish Transport Administration,DORIS,2002
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS,1998
University of Gothenburg,DORIS,1993
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS,2010
Swedish Transport Administration,DORIS,2002
University of Gothenburg,DORIS,2020
University of Gothenburg,DORIS,2020
IMU-Testologen AB,DORIS,1983
University of Gothenburg,DORIS,2020
University of Gothenburg,DORIS,2022
University of Gothenburg,DORIS,2020
University of Gothenburg,DORIS,2019
University of Gothenburg,DORIS,2019
University of Gothenburg,DORIS,2019
University of Gothenburg,DORIS,2019
Sveriges Television,DORIS,2019
IMU-Testologen AB,DORIS,1983
Statistics Sweden,DORIS,2020
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
Stiftelsen för opinionsanalyser,DORIS,1984
Swedish University of Agricultural Sciences,DORIS,2022
Swedish University of Agricultural Sciences,DORIS,2022
Umeå University,DORIS (only metadata),2012
University of Gothenburg,DORIS,2023
Swedish Polar Research Secretariat,DORIS,2022
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS,2022
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,1995
University of Gothenburg,DORIS,1995
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,1997
University of Gothenburg,DORIS,1998
University of Gothenburg,DORIS,1999
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS,1999
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
Swedish Transport Administration,DORIS,2002
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS,2006
Uppsala University,DORIS (only metadata),2025
Swedish Transport Administration,DORIS,2008
Swedish Transport Administration,DORIS,2013
University of Gothenburg,DORIS,2002
Swedish Transport Administration,DORIS,2013
Swedish Transport Administration,DORIS,2008
University of Gothenburg,DORIS,2006
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,1997
University of Gothenburg,DORIS,2006
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2001
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2020
University of Gothenburg,DORIS,2002
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2003
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2001
University of Gothenburg,DORIS,2020
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2019
University of Gothenburg,DORIS,2019
Swedish University of Agricultural Sciences,DORIS,2019
University of Gothenburg,DORIS,2019
University of Gothenburg,DORIS,2019
University of Gothenburg,DORIS,1987
Stiftelsen för opinionsanalyser,DORIS,1985
University of Gothenburg,DORIS,2019
Umeå University,DORIS,2018
Statistics Sweden,DORIS,1989
Umeå University,DORIS,2018
Stiftelsen för opinionsanalyser,DORIS,1984
Stiftelsen för opinionsanalyser,DORIS,1985
University of Gothenburg,DORIS,2019
Statistics Sweden,DORIS,1989
Stiftelsen för opinionsanalyser,DORIS,1984
Lund University,DORIS (only metadata),2013
Lund University,DORIS (only metadata),2011
University of Gothenburg,DORIS,2023
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1984
Sveriges Television,DORIS,2022
University of Gothenburg,DORIS,2024
University of Gothenburg,DORIS,2024
University of Gothenburg,DORIS,2024
University of Gothenburg,DORIS,2024
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS,2003
University of Gothenburg,DORIS,2003
University of Gothenburg,DORIS,2003
University of Gothenburg,DORIS,2004
University of Gothenburg,DORIS,2007
University of Gothenburg,DORIS,2010
University of Gothenburg,DORIS,2007
University of Gothenburg,DORIS,2007
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2009
University of Gothenburg,DORIS (only metadata),2015
University of Gothenburg,DORIS (only metadata),2013
University of Gothenburg,DORIS,2007
University of Gothenburg,DORIS (only metadata),2013
University of Gothenburg,DORIS (only metadata),2013
IMU-Testologen AB,DORIS,1984
Karolinska Institutet,DORIS (only metadata),2012
University of Gothenburg,DORIS,1993
University of Gothenburg,DORIS (only metadata),2013
University of Gothenburg,DORIS,2007
University of Gothenburg,DORIS,2007
University of Gothenburg,DORIS (only metadata),2013
University of Gothenburg,DORIS (only metadata),2013
IMU-Testologen AB,DORIS,1984
IMU-Testologen AB,DORIS,1984
University of Gothenburg,DORIS,1992
IMU-Testologen AB,DORIS,1984
IMU-Testologen AB,DORIS,1984
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
Stockholm University,DORIS (only metadata),1999
Stockholm University,DORIS (only metadata),1999
Stockholm University,DORIS (only metadata),2007
Stockholm University,DORIS (only metadata),2007
Stockholm University,DORIS (only metadata),2017
Stockholm University,DORIS (only metadata),1999
University of Gothenburg,DORIS (only metadata),2011
Stockholm University,DORIS (only metadata),2007
Stockholm University,DORIS (only metadata),2017
Stockholm University,DORIS (only metadata),2017
Stockholm University,DORIS (only metadata),1999
Stockholm University,DORIS (only metadata),1999
University of Gothenburg,DORIS,1991
University of Gothenburg,DORIS,1993
Region Skåne,DORIS (only metadata),2013
University of Gothenburg,DORIS,2022
Swedish Polar Research Secretariat,DORIS,2021
Lund University,DORIS (only metadata),2013
Region Skåne,DORIS (only metadata),2013
University of Gothenburg,DORIS,2022
Lund University,DORIS (only metadata),2013
Lund University,DORIS (only metadata),2013
University of Gothenburg,DORIS,2022
Karolinska Institutet,DORIS (only metadata),2012
Karolinska Institutet,DORIS (only metadata),2016
Swedish University of Agricultural Sciences,DORIS,2022
University of Gothenburg,DORIS,2023
Region Skåne,DORIS (only metadata),2013
Region Skåne,DORIS (only metadata),2013
University of Gothenburg,DORIS (only metadata),2011
Stockholm University,DORIS (only metadata),1999
Stockholm University,DORIS (only metadata),1999
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS,2023
Swedish Transport Administration,DORIS,2002
University of Gothenburg,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2024
University of Gothenburg,DORIS,2023
Swedish Transport Administration,DORIS,2008
Swedish Transport Administration,DORIS,2008
Sveriges Television,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2024
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2021
IMU-Testologen AB,DORIS,1986
IMU-Testologen AB,DORIS,1983
University of Gothenburg,DORIS,2022
IMU-Testologen AB,DORIS,1983
University of Gothenburg,DORIS,2012
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2021
Environment for Development Initiative,DORIS,2020
University of Gothenburg,DORIS,2020
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2021
Region Skåne,DORIS (only metadata),2013
University of Gothenburg,DORIS,2022
University of Gothenburg,DORIS,2023
Lund University,DORIS (only metadata),2013
Region Skåne,DORIS (only metadata),2013
Swedish University of Agricultural Sciences,DORIS,2021
Lund University,DORIS (only metadata),2013
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS (only metadata),2013
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS (only metadata),2013
Karolinska Institutet,DORIS,2024
University of Gothenburg,DORIS (only metadata),2013
Region Skåne,DORIS (only metadata),2013
Region Skåne,DORIS (only metadata),2013
Karolinska Institutet,DORIS,2024
Region Skåne,DORIS (only metadata),2013
University of Gothenburg,DORIS (only metadata),2012
University of Gothenburg,DORIS,1993
Uppsala University,DORIS (only metadata),2011
University of Gothenburg,DORIS,1993
Uppsala University,DORIS (only metadata),2012
University of Gothenburg,DORIS,1993
Lund University,DORIS (only metadata),2011
Lund University,DORIS (only metadata),2011
University of Gothenburg,DORIS,1993
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS,1993
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
University of Gothenburg,DORIS (only metadata),2011
Public Health Agency of Sweden,DORIS (only metadata),2012
University of Gothenburg,DORIS (only metadata),2013
University of Gothenburg,DORIS,1993
University of Gothenburg,DORIS,2018
University of Gothenburg,DORIS,2018
Swedish Polar Research Secretariat,DORIS,2018
University of Gothenburg,DORIS,2011
Sveriges Television,DORIS,2018
University of Gothenburg,DORIS,2018
University of Gothenburg,DORIS,2018
Statistics Sweden,DORIS,1996
Statistics Sweden,DORIS,1992
University of Gothenburg,DORIS,2018
University of Gothenburg,DORIS,1994
Swedish Polar Research Secretariat,DORIS,2017
University of Gothenburg,DORIS,2017
Uppsala University,DORIS,2003
Umeå University,DORIS,2015
Swedish Polar Research Secretariat,DORIS,2017
University of Gothenburg,DORIS,2017
University of Gothenburg,DORIS,2017
University of Gothenburg,DORIS,1997
Umeå University,DORIS,2003
Umeå University,DORIS,1995
Statistics Sweden,DORIS,1999
Swedish Polar Research Secretariat,DORIS,2017
Statistics Sweden,DORIS,1994
Statistics Sweden,DORIS,1989
Statistics Sweden,DORIS,2008
Statistics Sweden,DORIS,2008
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
IMU-Testologen AB,DORIS,1983
University of Gothenburg,DORIS,2016
University of Gothenburg,DORIS,2016
University of Gothenburg,DORIS,2012
University of Gothenburg,DORIS,2017
Umeå University,DORIS,2011
University of Gothenburg,DORIS,2013
University of Gothenburg,DORIS,1988
University of Gothenburg,DORIS,2017
Umeå University,DORIS,2017
Umeå University,DORIS,2005
University of Gothenburg,DORIS,1984
University of Gothenburg,DORIS,1983
University of Gothenburg,DORIS,1984
Umeå University,DORIS,2017
Umeå University,DORIS,2017
Umeå University,DORIS,2009
University of Gothenburg,DORIS,1986
Umeå University,DORIS,2003
Umeå University,DORIS,2009
Umeå University,DORIS,2009
University of Gothenburg,DORIS,2014
Umeå University,DORIS,2005
Umeå University,DORIS,2009
University of Gothenburg,DORIS,2014
Umeå University,DORIS,2009
Umeå University,DORIS,2009
University of Gothenburg,DORIS,2012
Umeå University,DORIS,2004
Umeå University,DORIS,2009
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2012
Sveriges Television,DORIS,2014
University of Gothenburg,DORIS,1982
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
Stockholm University,DORIS,1983
Stockholm University,DORIS,1983
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2011
University of Gothenburg,DORIS,1998
University of Gothenburg,DORIS,1987
University of Gothenburg,DORIS,1989
University of Gothenburg,DORIS,2011
University of Gothenburg,DORIS,2001
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2011
Radio Sweden,DORIS,1998
University of Gothenburg,DORIS,2003
